id,sentence,difficulty,augmented_sentence
949,"Merci Gaio, Ne t'inquiète pas, fais à ton rythme.",A2,"[""Merci Gaio, ne t'inquiète pas, f"", 'Ayez à votre rythme.']"
1034,"Et par rapport à toute cette frénésie, on a besoin de prendre du recul",A2,"['Et par rapport à tout ce frère', ""Nesie, il faut qu'on en prenne."", 'déclin']"
787,Le cours de géographie est annulé.,A1,"['Le cours de géographie est nul et non avenu', 'e.']"
4414,Vous méritez un coup de chapeau pour ce merveilleux spectacle innovant et divertissant !,C1,"['Tu mérites un chapeau.', 'pour ce spectacle merveilleux en', 'Noveling et divertissant!']"
1720,"Et en août, nous passerons peut-être quelques jours dans les montagnes.",B1,"['Et en août, nous pourrons...', 'pour être quelques jours dans mon', 'Des étiquettes.']"
3084,Pourquoi le maire de la ville n'a pas accepté cette loi ?,B1,"['Pourquoi le maire de la ville ne', ""Vous n'avez pas accepté cette loi?""]"
4430,"il y a du travail, des théâtres, des cinémas, la vie culturelle est riche",B1,"['Il y a du travail, des théâtres,', 'cinémas, vie culturelle', 'est riche']"
4329,"Interrogées, nombre de mathématiciennes le contestent.",B2,"['Interrogé, nombre de mathématiciens', 'ciennes le contestent.']"
3685,"Je crois qu'en cinquante ans d'amitié on ne s'est pas disputées une fois, on a eu des petits mots de temps en temps mais jamais on s'est fait la tête, jamais on n'est restées sans se parler, jamais, jamais, jamais.",A1,"['Je crois que dans 50 ans de', 'Nous ne nous sommes pas battus.', 'Une fois, nous avons eu quelques petits mots.', 's de temps en temps mais jamais', ""On a eu la tête, on n'a jamais rien fait."", ""n'est pas resté sans se parler,"", 'mais, jamais, jamais.']"
3958,Il faudrait inventer un temps particulier pour l'apprentissage.,B1,"['Il faudrait inventer un peu plus tard.', ""En particulier pour l'apprentissage.""]"
2602,J'ai faim,A1,"[""J'ai faim.""]"
2409,"La réussite professionnelle fait oublier l'âge, l'échec le rappelle, reconnaît-il.",C1,"['Le succès professionnel fait', ""oublier l'âge, échouer rappe"", ""Il l'admet.""]"
2527,ça me fait plaisir de manger de bonnes choses.,A2,"[""C'est agréable de manger de"", 'De bonnes choses.']"
3062,"A Marrakech en 2001, 15 pays avaient décidé de créer un fonds spécial changements climatiques.",C1,"['À Marrakech en 2001, 15 pays', 'a décidé de créer un fonds', 'changements climatiques.']"
3733,Ce commandant mena plusieurs batailles épiques grâce à sa bravour et ses tactiques militaires ingénieuses.,C1,"['Ce commandant a mené plusieurs batailles', 'va épique grâce à son bravou', 'r et ses tactiques militaires', 'Génial.']"
2906,Marie m'a téléphoné et elle m'a rejoint.,A2,"[""Marie m'a appelé et elle m'a appelé."", ""J'y suis allé.""]"
1108,Comment est votre blanquette ?,A2,['Comment va ta blanquette?']
4528,Tu es fatigué en hiver?,A2,['Es-tu fatigué en hiver?']
478,Je n'aime pas cette photo.,A1,"[""Je n'aime pas cette photo.""]"
4411,On ne se comprend pas du tout.,A2,['Nous ne nous comprenons pas du tout.']
1090,Cet amour-propre était en tiers entre Ellénore et moi.,C2,"['Cette estime de soi était en troisième position.', 'entre Ellenore et moi.']"
3189,La chaîne cryptée a lancé un buzz autour du cassoulet comme William Saurin et ses concurrents en auraient sûrement rêvé.,C1,"['La chaîne cryptée a lancé un buz', 'z autour du cassoulet comme Will', 'iam Saurin et ses concurrents en', 'Je suis sûr que tu aurais rêvé.']"
2655,"Bonjour, c'est mon dernier jour dans cette école.",A1,"[""Bonjour, c'est mon dernier jour."", 'dans cette école.']"
4340,"Simone est comédienne, mais deux fois par mois, elle vient au siège de SNCF pour enregistrer ses annonces",B2,"['Simone est une actrice, mais deux', 'une fois par mois, elle vient voir si', 'SNCF ège pour enregistrer son', 'Avis']"
287,"Enfin, selon le Haut conseil en santé publique, les ""lieux diffusant de la musique amplifiée"" ne doivent pas dépasser le niveau moyen de 105 dB durant quinze minutes, ce qui est rarement respecté.",B2,"['Enfin, selon le Haut Conseil,', 'santé publique, les « lieux dispersés »', 'sous forme de musique amplifiée"" ne', 'ne doit pas dépasser le niveau', 'moyenne de 105 dB pendant 15 mi', 'les noix, qui est rarement respe', 'Cté.']"
633,Ils ont des étoiles plein les yeux,A2,"['Ils ont des étoiles pleines de oui', 'Ils sont']"
2929,"Le 25 approche, on réfléchit au repas et aux convives",B2,"['Le 25, nous pensons à', 'repas et invités']"
3971,"C'est très important, surtout dans une dynamique d'innovation dans laquelle travaille typiquement une équipe de développement de voir, en tant que manager, que les personnes en face s'expriment indépendamment, offrent leurs pistes d'amélioration sur leur travail au quotidien.",B2,"[""C'est très important, surtout quand il s'agit de"", ""ns une dynamique d'innovation"", 'ns qui fonctionne typique', 't une équipe de développement de', 'voir, en tant que manager, que', ""les gens devant l'autre s'expriment"", 't indépendamment, offrir leur', ""les voies d'amélioration sur leur t"", 'Tous les jours.']"
1912,"À l'extrémité de la digue on voyait s'élever, sur les dessins du fameux marquis Gagnola, une chapelle bâtie tout entière en blocs de granit énormes, et, dans la chapelle, Marchesi, le sculpteur à la mode de Milan, lui bâtissait un tombeau sur lequel des bas-reliefs nombreux devaient représenter les belles actions de ses ancêtres.",C1,"['A la fin de la digue nous voyons', 'à lever, sur les dessins de la', 'célèbre marquis Gagnola, une cha', 'pylône construit bloc entier', 'énorme granite, et, dans le', 'chapelle, Marchesi, le sculpteu', 'r à la mode de Milan, il a construit', 'avoir un tombeau sur lequel ba', 'beaucoup de s-reliefs ont dû reprendre', 'pour présenter les belles actions de', 'Ses ancêtres.']"
2357,Je mange de l'herbe,A1,"[""Je mange de l'herbe.""]"
350,Il y a même des restaurants,A2,['Il y a même des restaurants.']
3526,"Aujourd'hui, la méthode est bien rodée.",B1,"[""Aujourd'hui, la méthode est bonne"", 'Non, je ne sais pas.']"
4159,"Puis, l'informatique est arrivé et petit à petit, nous avons commencé à enregistrer effectivement des petites phrases, des groupes de mots, voire même des mots, qui ensuite sont collés les uns aux autres",B2,"[""Puis l'ordinateur est entré."", 'et petit à petit, nous avons', 'a commencé à enregistrer efficacement', 't petites phrases, groupes', 'sont des mots, ou même des mots,', 'qui sont ensuite collés ensemble', ""à d'autres""]"
3998,Sont visés les plans de participation du personnel mis en place par une société en faveur de ses employés sous forme d'octroi d'actions ou d'options.,C2,"['Les plans de participation sont couverts', 'Création de personnel', 'par une société en faveur de', 'salariés sous forme de subventions', 'actions ou options.']"
505,je suis déjà en train de sortir du lit.,A2,"['Je sors déjà.', 'Le lit.']"
1018,Est-ce que le professeur Omar est libre ?,A1,"['Est professeur Omar es', ""C'est gratuit?""]"
4782,"Trois applicatifs à long terme portent sur la conception d'une poche de perfusion, la sélection d'une bande de contention et l'optimisation d'ampoules injectables.",C2,"['Trois demandes à long terme', ""otent sur la conception d'un p"", 'poche pour perfusion, sélection', ""d'une bande de retenue et"", 'ptimisation des ampoules injectables', ""La plupart des États membres de l'UE sont des États membres de l'Union européenne et de l'Union européenne.""]"
2534,"Nous avons l'habitude d'acheter quinze pommes, ce sont elles qui les comptent et les mettent dans notre panier.",A2,"[""On a l'habitude d'acheter."", ""15 pommes, c'est elles qui"", 'Comptez-les et mettez-les en place.', ""C'est notre panier.""]"
3194,La religion est la grande consolatrice des virginités,C2,"['La religion est le grand consol', 'matrice de virginité']"
756,On fait aujourd'hui en terminale ce qu'on faisait hier à l'université.,A2,"[""Aujourd'hui, nous sommes au milieu de l'année."", ""Ce que nous faisions hier à l'unive"", 'Tout va bien.']"
3181,"Elle est arrivée blessée à la consultation médicale, mais souriante.",B2,"['Elle a été blessée dans la co--', 'nsultation, mais sourit', '- Oui.']"
4485,Ça ne marche pas.,A1,['Ça ne marche pas.']
132,La nouvelle a fait grand bruit: cette affaire de couvre-feu cache en fait une angoisse plus profonde.,B1,"['Les nouvelles ont fait un grand bruit:', 'ce couvre-feu cas cach', 'il fait une anxiété plus prof', ""- Oui, c'est ça.""]"
4776,Dix ans de fidélité avaient inspiré à M. de P *** une confiance entière ; il laissait à Ellénore la plus grande liberté.,C2,"['Dix ans de fidélité', 'Fiducie envers M. de P ***', 'entier; il a quitté Ellenore', 'la plus grande liberté.']"
3528,"Salut, moi c'est Laura.",A1,"['Bonjour, je suis Laura.']"
2480,C'est en Italie que les deux mots sont le plus souvent associés.,A2,"[""C'est en Italie que les deux mots"", 's sont le plus souvent associés.']"
354,Son retour fut moins prompt que ne l'espérait le comte de P ***.,C2,"['Son retour a été moins rapide que', ""le comte de P *** l'espérait.""]"
4796,Il avait une de ces pâleurs splendides qui donnent quelque chose de la majesté des marbres aux races ardentes du Midi.,C1,"['Il avait une de ces palourdes de rate.', 'Nides qui donnent quelque chose', 'de la majesté des marbres à r', 'as ardent du Midi.']"
734,Nous sommes conscients que ces questions touchent également à la sphère privée des donneuses et des donneurs.,C1,"['Nous sommes conscients que ces', 'Proposition de règlement (CEE) du Conseil modifiant le règlement (CEE) no 4060/89 portant organisation commune des marchés dans le secteur des fruits et légumes (JO L 347 du 30.12.1992, p.', 'la sphère privée des donateurs et', 'Donateurs.']"
3262,"Dès la première scène, il enthousiasma.",B2,"[""Dès la première scène, il s'est enthousiasmé."", 'Siasma.']"
4762,On peut cependant imaginer les fromages qui pourraient figurer sur un plateau de fromage type.,B2,"[""Cependant, il est possible d'imaginer"", 'le romanage qui pourrait apparaître s', 'Un plat de fromage typique.']"
2011,Un descendant est un individu qui descend d'un autre autrement dit l'enfant d'un individu.,B1,"['Un descendant est un individu qui :', ""i descend d'un autre autre d"", ""C'est l'enfant d'un individu.""]"
1793,Une étude menée par des chercheurs de l'université McGill au Canada vient apporter de nouveaux éléments sur cette étape.,C2,"['Une étude réalisée par des chercheurs', ""Rs de l'Université McGill à Can"", 'ada vient apporter nouveau', 'sur cette étape.']"
414,"Selon l'élue du 1er arrondissement, la coupe dans le budget de l'opéra répond aussi aux recommandations récurrentes de la chambre régionale des comptes, reprochant l'impact de l'établissement lyrique dans les finances municipales.",C1,"['Selon les élus du premier tour', ""budget de l'Union européenne, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes, budget des Communautés européennes"", ""«L'opera répond également aux recommandations"", 'Châssis récurrents', 'Comptes régionaux, repoch', ""l'impact de l'institution"", 'dans le secteur des finances municipales', 'Des pâles.']"
426,Je n'ai pas beaucoup d'occasions d'écouter les chansons modernes.,A2,"[""Je n'ai pas beaucoup d'opportunités."", 'écouter des chansons modernes', 'Non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non,']"
1662,Le corgi a l'allure d'un petit renard.,A2,"['Le corgi ressemble à un petit r', '- Non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non,']"
297,"Une fois leur projet abouti, ils parlent de liberté, d'harmonie, de renaissance.",C1,"['Une fois leur projet terminé, ils', ""parler de liberté, d'harmonie,"", 'de renaissance.']"
4684,"Pour aller plus loin Si vous avez envie d'écouter d'autres histoires, je vous invite fortement à lire celles-ci .",A2,"['Pour aller plus loin Si vous avez', ""z veulent écouter d'autres histo"", 'Ires, je vous invite fortement à', 'lisez ceci.']"
2299,L'univers des francophones est un métissage unique et fertile,C1,"['Le monde des francophones est', 'n mélange unique et fertile']"
4252,Mon cas personnel est peut être ici éclairant : je suis bilingue anglais,C2,"[""C'est peut-être mon cas personnel."", 'Illumination ici: Je suis bilingue', 'changements climatiques']"
4731,"Un enseignement scolaire pour créer des liens entre les matières A cet égard, l'apprentissage du code, qui plus est en périscolaire, est limitatif.",C2,"['Éducation scolaire pour les jeunes', 'e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e', ""À cet égard, l'apprentissage"", 'code, qui est également en périscola', ""Ire, c'est limitatif.""]"
4683,"Écoutant, en effet, les cris d'allégresse qui montaient de la ville, Rieux se souvenait que cette allégresse était toujours menacée.",C1,"[""À l'écoute, en effet, des cris de"", 'rire qui est monté de la vi', ""Il, Rieux, s'est souvenu que"", ""Il s'est réjoui qu'on lui ait toujours donné vie."", 'Ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais, ouais.']"
1032,Il fait un temps magnifique et nous avons des milliers de choses à faire !,A1,"[""C'est un moment magnifique et n"", 'Où ont des milliers de choses?', 'Fais-le!']"
994,"Bonjour, un café s'il vous plaît.",A1,"[""Bonjour, un café s'il vous plaît."", 'Non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non,']"
2587,"C'est génial, j'ai tout vu avant vous !",A2,"[""C'est génial, j'ai déjà tout vu."", 'Toi!']"
1024,L'idée de base en commande référencée vision consiste a considérer un système de vision comme un capteur particulier associé à une tâche et inséré dans une boucle de commande.,C1,"[""L'idée de base dans la commande référencée"", ""La vision se compose d'une considération"", 'et un système de vision en tant que', 'capteur spécifique associé à u', 'ne travaille pas et inséré dans une chèvre', 'le contrôle.']"
248,"Et si boire chaud donne chaud, c'est un mal pour un bien car la température élevée du liquide augmente la température interne du corps et stimule ainsi la transpiration.",B1,"['Et si boire chaud donne chaud, c', ""'est un mal pour un bien parce que le"", 'température élevée du liquide à', 'gmente la température interne de la', 'corps et stimule ainsi les trans', 'Piratage.']"
3947,"Le marquis la reçut de mauvaise grâce, debout dans le vestibule, et mit un certain temps à comprendre ce qu'elle voulait car c'était une femme aux mots remâchés et aux circonlocutions amphigouriques",C2,"[""Le marquis l'a reçu de mauvais"", 'grâce, debout dans le vestibule,', 'et a pris un certain temps pour comprendre', ""irritant ce qu'elle voulait parce que c'est"", ""C'était une femme avec les mots remédiés."", 'et les circonlocutions amphigou', 'tricités']"
3800,"Un lundi, Franck et Guillaume, qui travaillaient tous les dimanches comme extras dans un autre restaurant sur l'avenue, se sont rendus au chevet de leur grand-mère",B2,"['Un lundi, Franck et Guillaume, q', 'il a travaillé tous les dimancs', 'comme des extras dans un autre r', ""staurant sur l'avenue,"", 'de retour au chevet de leur grand-m', 'époque']"
1057,"Ce dernier lui décrit sa patrie dans les contrées du sud, il lui parle des coutumes, des traditions de son peuple.",B2,"['Ce dernier lui décrit sa patrie.', 'dans les pays du Sud, il', 'parler de la douane, traditi', 'de son peuple.']"
2688,Il a pris son parapluie et il est sorti.,A2,"['Il a pris son parapluie et il était', ""C'est fini.""]"
2567,"En Amérique du Nord, LeeAnn Walters, une femme au foyer, a été distinguée pour avoir créé un mouvement citoyen qui a permis de révéler la crise de l'eau contaminée de Flint dans le Michigan",B1,"['En Amérique du Nord, LeeAnn Walt', 'ers, une femme au foyer, était', 'Identifié pour créer un doux', 'des citoyens qui ont permis', ""évaporation de la crise de l'eau contami"", 'né à Flint, Michigan']"
179,Il met son plus beau costume et son chapeau,B1,"['Il porte son plus beau costume et', 'son chapeau']"
387,Un rocher est une grande masse de pierre dure qui est enracinée dans la terre.,B1,"['Une roche est une grande masse d', 'la pierre dure qui est enracinée', 'sur la terre.']"
157,Une indéniable sérénité se reflétait sur ses traits.,C2,"['La sérénité se reflète indéniablement.', 'Je ne sais pas de quoi il parle.']"
2880,Cette actrice américaine aurait disparu de chez elle hier.,B2,"['Cette actrice américaine aurait', 'Elle a manqué à sa maison hier.']"
4052,"Il dégoise, l'ostrogoth de la téloche formaté au formol, tel un psittacidé déréglé et moche.",C2,"[""L'ostrogoth du te"", ""pocket formaté formol, tel qu'un"", 'Psittacide dérégulé et laid.']"
731,"Se sentant lésée, elle veut déposer une plainte contre la direction.",C1,"['Se sentant lésée, elle veut payer pour ça.', ""d'agir en tant que plainte contre"", ""C'est bon.""]"
598,Je mange une pomme.,A1,['Je mange une pomme.']
4481,"John Keogak, 45 ans, chasseur à Sachs Harbour, reconnaît l'impact médiatique de la mesure, mais entretient peu d'illusions sur son efficacité.",C1,"['John Keogak, 45 ans, chasseur', ""Sachs Harbour, reconnaît l'impac"", 't de la mesure, mais', ""a peu d'illusions sur s"", 'Nous sommes efficaces.']"
3257,"Pour compenser les pertes d'eau par transpiration, il faut se réhydrater en continu : dans le désert, il peut être nécessaire de boire jusqu'à 10 litres d'eau par jour.",B2,"[""Pour compenser les pertes d'eau"", 'par transpiration, il est nécessaire de', 'hydrater en continu: dans les dés', 'service, il peut être nécessaire de', ""boire jusqu'à 10 litres d'eau p"", ""C'est la journée.""]"
2610,"Comme toujours, l'histoire peut apporter des enseignements intéressants.",B2,"[""Comme toujours, l'histoire peut"", 'de fournir des enseignements pertinents', 'Tant mieux.']"
290,Le grand Meaulnes jeta son chapeau par terre et je vis qu'il avait les cheveux complètement ras comme un paysan.,B2,"['La grande Meulnes a jeté son chapeau', ""sur le sol et j'ai vu qu'il avait"", 'ses cheveux complètement rasés', 'Comme un paysan.']"
3126,J'aime beaucoup ce manteau noir.,A1,"[""J'aime vraiment ce manteau noir.""]"
1872,Une autre organisation qui produit sa part d'impact sur les peuples autochtones de la côte est la Commission baleinière internationale .,C1,"['Une autre organisation qui produit', ""sa part de l'impact sur la pop"", 'Amérindiens de la côte Est l', 'a Commission internationale de la chasse à la baleine', 'ional.']"
2031,Changer de vie.,A1,['Changez votre vie.']
996,"Une foule se forme à la sortie du théâtre et se lance dans une série de mises à sac de demeures appartenant à des représentants de l'autorité royale, avant d'être réprimée dans le sang par l'infanterie",A2,"['Une foule se forme à la sortie de', 'u théâtre et commence dans un s', ""erie de démolitions d'habitations"", ""auprès de l'Organisation des Nations Unies"", ""de l'Autorité royale, avant"", ""Reprimé dans le sang par l'I"", 'nfantry']"
1322,La dame ne vient pas.,A1,['La dame ne viendra pas.']
3824,L'homme par qui le scandale est arrivé ne cachait pas son émotion.,B1,"[""L'homme par qui le scandale est"", ""Arrivé n'a pas caché son émotico"", 'N.']"
1697,"Ce réseau de lieux se déploie à l'échelle européenne, non sans rencontrer des barrières linguistiques (l'allemand) ou des frontières difficiles à franchir de la France).",C1,"[""Ce réseau de lieux s'étend à"", ""l'échelle européenne, pas sans"", 'contre les barrières linguistes', '(allemand) ou frontières', 'des temps difficiles à surmonter', 'France).']"
1728,"Pour certains auteurs, les conséquences pourraient être une évolution importante de l'organisation traditionnelle de l'entreprise",C2,"['Pour certains auteurs,', ""C'est peut-être un vol."", 'contrôle important des organisati', 'la façon traditionnelle de faire des affaires.', 'e']"
1507,Alors le Salon du Chocolat est l'événement à ne pas manquer,A2,"['Donc le Salon du Chocolat est l', ""' événement à ne pas manquer""]"
26,Je consulte d'habitude ma messagerie. Et puis je prends un café.,A1,"[""D'habitude, je consulte mon messag."", 'Et puis je prendrai un café.']"
1281,Ils ne se parlent plus depuis qu'ils se sont disputés.,B1,"['Ils ne se sont pas parlé depuis.', 'Ils se sont disputés.']"
3035,"Ils ont chaud, donc ils profitent de la piscine du camping et de la mer pour se baigner.",B1,"['Ils sont sexy, donc ils aiment ça.', 't de la piscine du camping et', 'la mer pour se baigner.']"
1583,"Pourtant, ce geste familier rappelle quotidiennement la construction inégalitaire du Monde initiée au XVe siècle.",C1,"['Pourtant, ce geste familier', 'Il le construit tous les jours', ""Initiation de l'inégalité du monde"", 'au XVe siècle.']"
3471,"Aujourd'hui, plus aucun grand laboratoire de médicaments ne peut rester isolé.",B2,"[""Aujourd'hui, plus grand"", 'boratoire pharmaceutique ne peut pas', 'Restez isolés.']"
1513,"La trap, ça reste du rap, c'est juste un petit dérivé",A2,"[""Le piège, c'est toujours rap, c'est"", 'Juste un peu de dérivé.']"
2189,Je suis impatient de retrouver mes camarades et de connaître mon emploi du temps.,B1,"[""J'ai hâte de le trouver."", 'les camarades et de connaître mon', ""C'est l'heure.""]"
1593,"Avec les prévisions météo, on peut savoir quel temps il fera le soir, le lendemain ou dans la semaine",B1,"['Avec les prévisions météorologiques,', 'ut savoir combien de temps il sera', 'soir, le jour suivant ou', 'maine']"
3711,"À gauche, c'est ma salle de bain, avec vue sur mon jardin.",A2,"[""A gauche, c'est ma salle de bain."", 'avec vue sur mon jardin.']"
1489,J'ai 20 ans.,A1,"[""J'ai 20 ans.""]"
4208,"Environ 60000 enseignants possèdent un compte sur le site de la Fondation, qui forme plusieurs milliers d'enseignants (de la maternelle à la troisième) chaque année.",C2,"['Environ 60000 enseignants ont', 'entrer un compte sur le site de la', 'Fondation, qui forme plusieurs', ""Illères d'enseignants (du"", 'dans le troisième) chaque année.', ""N'est-ce pas?""]"
1558,"C'était presque la première fois, parce qu'elle ne sourit pas très souvent.",B1,"[""C'était presque la première fois."", "", parce qu'elle ne sourit pas très"", 'Comme souvent.']"
2460,Je suis nouveau ici.,A1,['Je suis nouveau ici.']
1438,"HomeExchange, la plateforme par laquelle la famille est passée a vu ses demandes d'échanges de maison entre particuliers doubler cet été par rapport à l'année dernière.",B1,"['HomeExchange, la plateforme par', 'à laquelle la famille a passé un', ""vu ses demandes d'échange de"", 'le double du nombre de personnes dans le ménage', ""cet été par rapport à l'année d"", 'Dernier mais pas le moindre.']"
2364,Quelle est ta chanson préférée dans le spectacle ?,A1,"['Quelle est ta chanson préférée?', ""Des années de l'émission?""]"
4471,"Dès sa descente de voiture, au premier plan de ce résumé fictif de leur vie domestique que les maîtresses de maison prétendent offrir à leurs invités les jours de cérémonie et où elles cherchent à respecter la vérité du costume et celle du décor, Swann prit plaisir à voir les héritiers des ""Tigres"" de Balzac, les grooms, suivants ordinaires de la promenade, qui, chapeautés et bottés, restaient dehors devant l'hôtel sur le sol de l'avenue, ou devant les écuries, comme des jardiniers auraient été rangés à l'entrée de leurs parterres.",C2,"[""Dès qu'il descend de la voiture, à la p."", 'remmi plan de ce résumé fictif', 'de leur vie domestique seulement', 'les marées ménagères claim o', 'ffrir à leurs invités tous les jours', 'de cérémonie et où ils cherchent', 'respecter la vérité du coût', 'ume et le décor, Swann pri', 't plaisir de voir les héritiers d', '""Tigres"" de Balzac, le marié', 's,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,', 'Menade, qui, hâtée et embouteillée', ""s, est resté à l'extérieur devant le début"", ""el sur le terrain de l'avenue, ou"", 'les écuries, comme les saindoux', ""En l'espèce, il a été allégué que la Commission n'avait pas été en mesure de prendre les mesures nécessaires pour que les mesures prises par les États membres soient conformes aux objectifs énoncés dans la directive."", ""Et ils font partie d'eux.""]"
1894,"Si tu as mal au dos, je peux te faire un massage, ça aide souvent.",B1,"['Si ton dos te fait mal, je peux.', 'Faire un massage, ça aide à se rappeler', 't.']"
3408,"Après l'éruption de 1754, la plus grosse connue par le volcan qui avait tué plus d'un millier de personnes, la municipalité de San Nicolas avait à l'époque déménagé sept kilomètres plus loin pour s'éloigner du volcan",B1,"[""Après l'éruption de 1754,"", 's grand connu par le volcan que', ""J'avais tué plus d'un millier de personnes."", 'personnes physiques, la municipalité de S', ""un Nicolas avait à l'époque"", 'sept kilomètres plus loin p', 'ou éloignez-vous du volcan']"
683,"Nous sommes au Théâtre de la Jeunesse à Hanoï pour une soirée ""Cabaret des artistes"".",B2,"['Nous sommes au Théâtre de la Jeu', 'à Hanoi pour une soirée ""C""', 'L\'abaret des artistes.""']"
3388,Je suis arrivé en retard à mon rendez-vous quotidien.,A2,"['Je suis arrivé en retard.', 'Tu es endetté tous les jours.']"
937,Je voudrais poser une question.,A1,['Je voudrais poser une question.']
315,"Elles m'ont promis de me faire découvrir tout Londres : nous visiterons les musées, les monuments et les parcs",A1,"[""Ils m'ont promis de me faire"", 'couvrir tout Londres: nous vivons', 'Regardons les musées, les monuments', 's et parcs']"
3623,"Le jardin est long et étroit, il y a une balançoire au fond et un barbecue, proche de la terrasse, sur laquelle est posée un transat",B1,"['Le jardin est long et étroit, il', 'Il y a une balançoire dans le dos et u', 'n barbecue, près de la terrasse', 'e, sur laquelle est posée une', 'nsat']"
3338,"Par contre, les sports d'équipe comme le foot ou le basket, je n'aime pas du tout !",A1,"[""D'autre part, les sports d'équipe"", 'comme le football ou le basket, je ne sais pas.', ""Je n'aime pas du tout!""]"
1397,On doit aider les petits pour y arriver.,A2,"['Nous devons aider les petits à y arriver.', 'Entrez.']"
3007,"Pour aller au travail, Marc porte une veste, un pantalon, une chemise et une belle cravate rouge",B1,"['Pour aller travailler, Marc port', 'une veste, un pantalon, un ch', 'et une belle cravate rouge']"
