id,sentence,difficulty
730.0,"Si mes dents contunent à me faire souffrir ainsi, j'irai chez le dentiste.",B1
731.0,"Se sentant lésée, elle veut déposer une plainte contre la direction.",C1
732.0,"Ellénore, rendez-vous à ma prière ; vous y trouverez quelque douceur.",C2
733.0,"Le système d'indicateurs propose des informations statistiques sur l'état et l'évolution du bien-être dans un large contexte, et qui pourront servir de base à la formation de l'opinion publique et aux prises de décisions politiques.",C1
734.0,Nous sommes conscients que ces questions touchent également à la sphère privée des donneuses et des donneurs.,C1
735.0,"Le réseau social annonce ce mardi la constitution d'un ""comité consultatif européen de sécurité"", composé de neuf membres de la société civile.",B2
736.0,"Ce fut le moment des sous-entendus adroits, des voiles levés par des mots, comme on lève des jupes, le moment des ruses de langage, des audaces habiles et déguisées, de toutes les hypocrisies impudiques, de la phrase qui montre des images dévêtues avec des expressions couvertes, qui fait passer dans l'oeil et dans l'esprit la vision rapide de tout ce qu'on ne peut pas dire, et permet aux gens du monde une sorte d'amour subtil et mystérieux, une sorte de contact impur des pensées par l'évocation simultanée, troublante et sensuelle comme une étreinte, de toutes les choses secrètes, honteuses et désirées de l'enlacement.",C2
737.0,Cette peur conduit l'internaute à vouloir prendre connaissance au plus tôt des nouvelles informations qui y circulent.,B2
738.0,"Mais c'est que l'échelle du Monde ne s'imposait pas, malgré quelques fresques intellectuelles au grand souffle, celles de l'historien français Fernand Braudel ou du sociologue américain Immanuel Wallerstein en tout premier lieu.",C2
739.0,"Alors, j'ai commencé à parler à ma grand-mère que j'admire beaucoup et je me suis découvert une nouvelle copine!",A2
740.0,"Lorsqu'une jeune femme aveugle e effleuré cette inscription en braille sur le mur de l'église Sainte-Croix de Nantes, elle a éclaté de rire",C1
741.0,L'Agence des services frontaliers du Canada conseille de se munir également d'une lettre d'autorisation signée par l'autre parent afin d'accélérer son passage à la frontière,C1
742.0,On pense d'emblée à un vieux scribe accroupi ou à l'occupant d'une échoppe bancale nichée dans l'entresol d'un vénérable immeuble à colombages.,C1
743.0,"Envoie le message à tes amis, d'accord ?",A2
744.0,"Je faisais de longues siestes tantôt sur le canapé, tantôt sur le lit d'Arthur, à la chaleur du soleil ou du radiateur selon les saisons",C1
745.0,"Mais il faut pour cela qu'un certain nombre de conditions soient réunies : la communauté elle-même doit avoir envie de sauver sa langue ; la culture plus vaste dans laquelle elle s'inscrit doit respecter les langues minoritaires ; et il faut des fonds pour financer les cours, le matériel pédagogique et les enseignants.",C1
746.0,Vers une annulation des dettes africaines ?,B2
747.0,"Un sapin fraîchement coupé est installé dans la cuisine ou le salon, et décoré à l'aide de guirlandes colorées et de boules de noël",B2
748.0,"| Je m'appelle Dioke, je suis malien, j'aime la peinture.",A1
749.0,"Le point de vue du penseur amène un autre type de réflexion, plus intellectuelle.",B1
750.0,"Apolitique et adialectique, cet univers d'objets abstraits n'admet que l'homme opposé à la nature, jamais à d'autres hommes.",C2
751.0,"Sur la pente espagnole, des aconits bleu sombre ; plus bas, l'iris xiphoïde bleu porcelaine ; surprise de le retrouver ici à l'état sauvage.",C2
752.0,Je suis contente que cette histoire t'ait plu.,A2
753.0,"Deux Mulets cheminaient, l'un d'avoine chargé, l'autre portant l'argent de la gabelle.",B2
754.0,"n chemin, il a pu admirer la magnifique fontaine Bartholdi sur la grande Place des Terreaux.",B2
755.0,Il doit téléphoner quand il reçoit des nouvelles de la part des sauveteurs.,A2
756.0,On fait aujourd'hui en terminale ce qu'on faisait hier à l'université.,A2
757.0,"Le soir, ne regarde pas la télévision et ne joue pas sur l'ordinateur avant de te coucher.",A2
758.0,"Pour la dernière fois, lui et ses camarades de la Convention citoyenne pour le climat doivent se réunir à distance, ce week-end, pour donner leur verdict sur le projet de loi climat et résilience issu du rapport que ces 150 ont voté et dont le gouvernement s'est librement inspiré.",C1
759.0,Tu as continué à penser à ton amant disparu.,B1
760.0,"Simon a mis le chat par terre, mais le chat est revenu sur le fauteuil.",A1
761.0,Il ne m'adresse plus la parole et je ne lui parle pas non plus.,A2
762.0,"Mon ordinateur ne fonctionne plus, je dois le changer.",A1
763.0,"Cependant, les bougies de l'orchestre s'allumèrent ; le lustre descendit du plafond, versant, avec le rayonnement de ses facettes, une gaieté subite dans la salle ; puis les musiciens entrèrent les uns après les autres, et ce fut d'abord un long charivari de basses ronflant, de violons grinçant, de pistons trompettant, de flûtes et de flageolets qui piaulaient.",C1
764.0,"Bruno Bonnell Le mot ""robot"" a été inventé par l'auteur tchèque Karel Capek de la pièce Rossum's Universal Robots (R.U.R), jouée en 1920, et qui mettait en scène des hommes décérébrés prenant la place des ouvriers dans les usines.",C1
765.0,"Chaque soir de mon enfance, je rentrais à la maison poursuivi par l'école.",B1
766.0,"Ils insistent cependant afin que les animaux soient chassés seulement selon la méthode 'traditionnelle', ce qui exclut l'emploi de fusils de haute portée ou de bateaux mécanisés.",C1
767.0,Elles auraient pu devenir de très grandes amies si elles s'étaient connues avant.,B2
768.0,"Et après le film, je l'emmène dîner dans un restaurant romantique",A2
769.0,L'été c'est le 21 juin et les beaux jours sont là !,A1
770.0,"Leur intention étant de dégager la philosophie de certains faits constants et courants, ils devront souvent corriger les événements au profit de la vraisemblance et au détriment de la vérité, car le vrai peut quelquefois n'être pas vraisemblable.",C1
771.0,La mer est toujours calme au petit jour.,A2
772.0,"Des nattes posées sur les tapis permettent de dormir à même le sol dans les tentes, avec ou sans une couverture de laine de mouton.",B2
773.0,"Bien, l'enquête est terminée, madame.",A2
774.0,Les Mimivirus forment le premier genre de virus géant découvert au monde.,C1
775.0,"Enfin, les producteurs s'inquiètent de la pollution que peuvent entraîner ces équipements qui contiennent parfois des substances dangereuses.",B2
776.0,"Quelques sermons de quelques hypocondriaques sont-ils à ce point, parvenus à déconcilier l'Algérien avec sa santé ?",C2
777.0,"Grâce à l'intervention de monsieur Ibrahim, le monde des adultes s'était fissuré, il n'offrait pas le même mur uniforme contre lequel je me cognais, une main se tendait à travers une fente.",B2
778.0,Je vous appellerais au cas où il y a aurait un problème.,B1
779.0,C'est ici que je cuisine des gâteaux et des pâtisseries.,A2
780.0,Le jour de Pâques est le jour de la résurrection du Christ,B1
781.0,Ils ne vont pas à la manifestation parce qu'ils n'ont pas pu prendre de jours de congé.,B1
782.0,"Elles établissent cinq catégories : se mettre au vert, se mettre à son compte, se consacrer aux autres, vivre sa passion, partir loin.",C1
783.0,L'objectif est de proposer aux élèves des techniques efficaces de recherche d'informations.,B2
784.0,Il apprendra à ne pas courir après un ballon ou à ne pas avoir peur du klaxon des voitures.,B1
785.0,"À la suite du retrait planifié de la navette spatiale américaine, la NASA lance un appel d'offres pour le transport d'une partie du fret et des équipages qui ne peut être pris en charge par les vaisseaux existants.",C2
786.0,La connexion ne fonctionne plus.,A1
787.0,Le cours de géographie est annulé.,A1
788.0,"Puis, plus grand, je découvrais les métiers de policier et d'avocat dans un film.",A2
789.0,Qui a aidé le paysan à tromper le démon ?,B1
790.0,Il a dû téléphoner au médecin de garde.,B1
791.0,Un peuple dont on ne connaît pas le nom.,B1
792.0,"Je me suis concentré sur les pousses rapides : laitue, kale, chou kale, chou frisé.",B2
793.0,Que donne le Père éternel à cet animal ?,A2
794.0,"Elle a toujours ses affaires, ce n'est pas le genre de fille à demander sans cesse un taille-crayon, une feuille double, comme certains que je connais.",B1
795.0,Laura est la soeur de Julie.,A1
796.0,Je suis heureuse de vous revoir le mois prochain,B1
797.0,C'est en tout cas ce que pensait Capek dans son livre fondateur.,A2
798.0,"C'est pratique pour aller d'un centre commercial à un autre, pour aller à l'école, à la piscine, au stade ou encore au théâtre",A2
799.0,"Alors, tu as vu le film, tu as écrit un texte et tu as décrit l'histoire.",A2
800.0,J'aime les voyages et la littérature russe.,A1
801.0,Il s'avère extrêmement difficile de lutter contre le téléchargement illégal.,B2
802.0,"Il sait bien cuisiner alors en général, il prépare aussi le repas.",A2
803.0,"À proscrire également : les hypocrites qui portent leurs enfants en écharpe pour donner une image positive de leur conception de leur paternité, mais ne font guère que ça, estimant avoir fait leur part une fois rentrés à la maison.",B2
804.0,"""La batterie est en dessous du niveau nécessaire pour faire fonctionner l'ordinateur central"", a dit M. Ulamec.",B1
805.0,Il fait beau dehors.,A1
806.0,Je profite aussi du petit déjeuner pour lire les infos en ligne,A1
807.0,Oui ça va.,A1
808.0,"La seule chose qui me vienne à l'esprit, ce sont les cartes d'anniversaire.",B1
809.0,Vous aimez l'aventure ?,A2
810.0,"Nous sommes pris en otages par des imposteurs, par des maniaques du pré-cuit et de la vinaigrette en sachet !",B2
811.0,L'histoire que je vais vous lire s'intitule Le berger et le Dragon.,A2
812.0,Comment tu t'appelles ?,A1
813.0,"Les tentes des nomades offrent un asile tempéré, à condition d'être ouvertes pour favoriser l'installation d'un courant d'air qui évacue la chaleur.",B2
814.0,"Ce cadeau me transporta instantanément dans un monde imaginaire où je passais des heures entières à jouer à la coiffeuse avec mes clients imaginaires et mes poupées et pendant longtemps, je nourris le désir d'être coiffeuse",C1
815.0,Quel films est-ce que tu préfères ?,A2
816.0,Je mets mon portable dans la poche de ma veste.,A1
817.0,"Finalement chez Hegel comme chez Hôlderlin, la révélation chrétienne apparaît comme un approfondissement de la révélation païenne, comme une réconciliation plus profonde de l'infini et du fini.",C2
818.0,"Ce livre dresse une liste d'erreurs de langage, d'anglicismes, de pléonasmes, de néologismes et barbarismes classés par ordre alphabétique.",C2
819.0,Ce peuple a seulement des contacts avec des voyageurs égarés et quelques marchands.,B2
820.0,C'est pour la photo !,A1
821.0,"Pourtant, comme d'habitude, elle est attentive et calme.",A2
822.0,Pourquoi finalement le démon est-il retourné dans le trou sans fond ?,B1
823.0,Mais où est Alice ?,A1
824.0,Un enfant : Regarde les oeufs !,A2
825.0,"Le principe général adopté pour identifier les zones de vulnérabilité repose sur la ""méthode de la suppression"" : partant d'une certaine métrique de connectivité calculée pour l'ensemble du graphe, elle consiste à simuler successivement la suppression de tous les éléments du graphe (taches ou liens) et à calculer pour chacun le taux de variation entre la valeur initiale de la métrique et la valeur tenant compte de la suppression.",C1
826.0,Pour le dessert il y a de la mousse au chocolat.,A1
827.0,Un beau succès d'estime.,C1
828.0,"""Me voilà."" Quand la femme vit le berger, elle cessa de pleurer, et dit: ""Eh bien, où avez-vous été tout l'hiver ?""",B1
829.0,Personne n'a envie de vivre dans la rue.,A2
830.0,Elle est chanteuse.,A1
831.0,"Les arêtes de ce réseau sont les chemins parcourus, qui esquintent les pieds et abîment l'allure ; les noeuds se composent des lieux d'accueil, où les vagabonds aspirent au repos physique et moral, mais qu'ils obtiennent rarement.",C2
832.0,Je vais me promener dans le parc avec mon camarade.,A2
833.0,Il entendit un grand cri venant du fond des bois.,C1
834.0,"L'enseignant, l'artisan, dans sa classe, avec ses moyens, avec sa vision, avec ses élèves, dans un univers assez clos, qui va mettre au point sa classe inversée.",C2
835.0,"Ça change que tout le monde au XIXe siècle était obligé de comprendre le français pour aller à la mairie, au service militaire ou encore pour lire la presse.",A2
836.0,"Le verbe cacher signifie ""mettre quelque chose ou quelqu'un quelque part, les dissimuler, les garder dans un lieu secret.""",B1
837.0,"Alors j'ai envie de vous poser une première question, l'école a-t-elle aujourd'hui la même fonction qu'hier ?",A2
838.0,"Ces rejetons gâtés des Trente Glorieuses ont instauré la dictature de la jeunesse, dynamité les valeurs de leurs parents, accaparé les leviers du pouvoir politique, économique, culturel, médiatique.",C1
839.0,"Alors, tu vois le film, tu écris un texte et tu décris l'histoire correctement.",A2
840.0,"Pour ne pas être malade, lave-toi souvent les mains et ne bois pas dans le verre d'un autre enfant.",A2
841.0,"Mais d'autres n'étaient pas d'accord : ""Son accent est tellement fort que l'auditeur va oublier ce qu'il dit"", ""La politique est un sujet trop sérieux pour être confié à une intonation aussi chantante*"" À la fin, Philippe Labro, alors vice-président de la station de radio, a expliqué : ""Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien.",B1
842.0,C'est le château.,A1
843.0,À la semaine prochaine.,A1
844.0,Et pourquoi le sont-elles ?,B1
845.0,Le temps s'achève.,A2
846.0,"Le lendemain, le général autrichien fit appeler le comte Pietranera, le reçut avec toute la distinction possible, et l'assura que sa pension de retraite ne tarderait pas à être liquidée sur le pied le plus avantageux.",C1
847.0,Il y aura bientôt une salle de consommation à moindre risque pour les toxicomanes,B2
848.0,"""Et nous disposons de technologies capables d'accroître considérablement la productivité des exploitations agricoles et de mieux maîtriser les ressources en eau"", précise-t-il.",C1
849.0,Or Skype refuse de donner aux autorités policières les clés qui leur permettraient de décoder les conversations téléphoniques des suspects faites avec le logiciel.,C1
850.0,Comment s'appelle le directeur pour lequel vous travaillez ?,B1
851.0,"La misandrie est une haine-réponse, dans un contexte de domination patriarcale qui est lui-même violent envers les femmes.",C2
852.0,C'est loin de Paris ça !,A1
853.0,"En attendant, de petites formations d'initiation à l'algorithmique et au langage informatique ont été réalisées pour les professeurs des écoles et des collèges, les inspecteurs et les formateurs d'IUFM (Institut Universitaire de Formation des Maîtres).",B2
854.0,Je voudrais un café s'il-vous-plaît !,A1
855.0,"L'essor du numérique et les nouvelles technologies promettent d'accroître la productivité en stimulant l'innovation, en générant des gains d'efficience et en améliorant les services.",C1
856.0,Comment vont les enfants ?,B1
857.0,Il aurait tant voulu les accompagner !,B1
858.0,Qui est Azaël ?,A1
859.0,Je me disais alors que je voulais aussi combattre pour la justice,A2
860.0,Tu était déjà allé voir cette pièce de théâtre ?,A2
861.0,"C'est déjà le lundi, et toute la semaine recommence.",A2
862.0,"Mais ma plus grande passion, c'est l'art.",A2
863.0,On n'a pas peur de travailler.,A2
864.0,J'aime le sport.,A1
865.0,"Ellénore craignait, en se montrant inflexible, de voir se renouveler des imprudences qui l'alarmaient pour elle et pour moi.",C2
866.0,Il ne reste pas seul chez lui ce soir,A1
867.0,"Qu'ils soient mariés depuis des années ou vivant pour la première fois sous le même toit, le confinement va mettre tous les couples à l'épreuve.",B1
868.0,"Soulignant, en préambule, la manière très différente dont le projet avait été abordé par l'Assemblée nationale et par le Sénat, M. Bernard Roman, rapporteur pour l'Assemblée nationale a considéré que cette divergence de fond était peu propice à la poursuite d'une discussion fructueuse en commission mixte paritaire.",C2
869.0,Je voudrais tellement que tout le monde admire mes tableaux !,B1
870.0,J'ai la carte jeune.,A1
871.0,"C'est une bonne nouvelle, mais comment je vais faire dans une si grande ville alors que j'adore la nature?",A2
872.0,"En ces temps où un virus soumet nos existences, déjoue nos projets, crée partout un climat d'incertitude, le hasard a voulu que je trouve quelque lumière dans les pages de Pascal sur la ""disproportion de l'homme"" (Pensées, Brunschvicg, 72), ce texte que chacun a lu une fois dans sa jeunesse, jamais médité depuis : ""Voilà où nous mènent les connaissances naturelles.",C2
873.0,"Lucie s'avançait, à demi soutenue par ses femmes, une couronne d'oranger dans les cheveux, et plus pâle que le satin blanc de sa robe.",C1
874.0,Vous êtes partie.,A1
875.0,"Mains jointes, et un sang de velours dans les veines, ils contemplaient le ciel sublime et leur amour dans les palpitantes étoiles, bénissantes là haut.",C2
876.0,"De la loi Toubon aux exigences de passage de musique en langue française à la radio, notre protectionnisme culturel fait tout son possible pour nous protéger des langues étrangères",C2
877.0,"Brigitte Munier Karel Capek, dans R.U.R., imagine que les robots, devenus esclaves des hommes, les remplacent dans tous leurs travaux (guerre incluse) avant de se rebeller contre l'humanité aveulie par le loisir et de l'anéantir.",C1
878.0,"Le soir, je regarde la télé jusqu'à 11 heures.",A1
879.0,"La haie formait comme une suite de chapelles qui disparaissaient sous la jonchée de leurs fleurs amoncelées en reposoir ; au-dessous d'elles, le soleil posait à terre un quadrillage de clarté, comme s'il venait de traverser une verrière ; leur parfum s'étendait aussi onctueux, aussi délimité en sa forme que si j'eusse été devant l'autel de la Vierge, et les fleurs, aussi parées, tenaient chacune d'un air distrait son étincelant bouquet d'étamines, fines et rayonnantes nervures de style flamboyant comme celles qui à l'église ajouraient la rampe du jubé ou les meneaux du vitrail et qui s'épanouissaient en blanche chair de fleur de fraisier.",C2
880.0,Il ne peut pas voler et partir avec sa famille et ses amis vers les pays chauds.,A2
881.0,"Pour les produits qui sont humides ou les surgelés, notre solution pour le moment, c'est de doubler les sacs""",B1
882.0,"Attention, vous devez certifier conformes la version papier des statuts de votre entreprise et celle de votre pièce d'identité, puis vous devez les signer de façon manuscrite avant de les scanner.",B2
883.0,"Ils se sont dits des mots d'amour, des mots de tous les jours!",B1
884.0,"Le père de l'enfant s'en était allé six mois auparavant, victime de la fièvre : Guido Volkbein, Juif d'ascendance italienne, avait été à la fois un gourmet et un dandy, qui n'apparaissait jamais en public sans que le ruban de quelque distinction parfaitement inconnue ne teintât sa boutonnière d'un filet discret.",C2
885.0,"Si l'école a une mission aujourd'hui, c'est bien celle-là.",A2
886.0,"En revanche, les Etats pourront refuser l'utilisation de ces arbres OGM en fonction de leur législation.",C1
887.0,"On peut donner plein d'exemples : détails du livre éliminés dans le film, changements concernant l'intrigue, acteurs qui ne correspondent pas à l'image des personnages qu'on s'était faite pendant la lecture.",B2
888.0,J'ai raccroché et j'ai ri.,A2
889.0,Elle apprécie le quartier dans lequel elle vit.,A1
890.0,Grande-Bretagne et Allemagne refusent de participer si le fonds doit aider ces pays.,C1
891.0,"Très présente dans l'alimentation antillaise, la morue a été introduite aux Petites Antilles par les premiers colons",C1
892.0,"Après nous être époumonées sur ""Come what may"", et après avoir bavé sur le beau Ewan McGregor, on sautera dans un Uber pour continuer la soirée dans notre club préféré qui, lui aussi, aura un thème spécial",C1
893.0,"Ensuite, suivre l'exemple des viticulteurs qui ont su, eux, se remettre en cause, opérant une réforme qui porte aujourd'hui ses fruits.",B2
894.0,"D'autre part, nous projetons d'externaliser en partie les essais cliniques pour deux raisons.",B2
895.0,Nous crûmes longtemps que nos ancêtres eurent vécu une vie de rêve.,C2
896.0,Il est primordial que le gouvernement poursuive ses efforts pour conforter la reprise économique dans ce pays,C2
897.0,"Celle-ci, sans enfant, reporte toute son affection sur Léonard, mais elle meurt très jeune en couches, en 1464.",C2
898.0,"Chaque fin de semaine, ils partaient ensemble en ran- donnée dans les Alpes",C1
899.0,"Des vacances mémorables pour leurs cinq ans ensemble, Laurence et Arnaud se sont organisé des vacances de rêve",B2
900.0,"C'est l'instru - l'instrumental - qui va faire sortir les mots de ma tête, en fait",A2
901.0,"Après la campagne Zéro Prospectus lancée par ELederc en septembre 2010, c'est au tour des principaux distributeurs de prospectus, via l'Observatoire du Hors Média de relancer la polémique sur l'usage du papier à des fins commerciales",B2
902.0,"Car depuis ce dimanche, l'utilisation des sacs en plastique fins est interdite dans tout l'État de New York sous peine d'une amende de 250 dollars",B1
903.0,Vous pouvez également poser une question en ligne aux juristes du greffe qui vous répondent très rapidement.,B2
904.0,"En vingt ans, leur nombre est passé de 4 500 à plus de 30 000, selon la direction du Tourisme du ministère de l'Emploi, qui ne recense que les maisons d'hôtes labellisées par les principales organisations touristiques.",C1
905.0,"""Le manque de temps ou la faible médiatisation du sport féminin peuvent expliquer la moindre pratique physique ou sportive des jeunes femmes"", note cette étude d'Insee Première.",B2
906.0,Se précipiter avec violence sur une personne ou sur quelque chose.,B1
907.0,"Je suis désole, mais je suis resté en arrière avec tes histoires.",B1
908.0,Français et mathématiques sont - personne ne s'en étonnera - les deux disciplines les plus révisées durant l'été,C2
909.0,"Quant aux entreprises étrangères, elles ont fait de même . en France",B2
910.0,"Le montant des dépenses électorales est plafonné, sous réserve d'aménagements pour les circonscriptions particulières.",C1
911.0,"Elle évoque un autre point : ""Encore aujourd'hui, certains pensent qu'un enfant élevé dans deux langues différentes réussit moins bien à l'école.",B1
912.0,Ils boivent de l'eau avec des glaçons.,A1
913.0,"Pour d'autres, pas le choix",A2
914.0,Armel Le Cléac'h arrive cet après-midi au large des Sables d'Olonne,C1
915.0,"On disait qu'une princesse polonaise, l'écoutant un soir chanter sur la plage de Biarritz, où il radoubait des chaloupes, en était devenue amoureuse.",C1
916.0,"Le port à la ceinture aussi, de même que la ""panoplie de la frimeuse accomplie"", décrite en ces termes : ""Doudoune volumineuse, chaussures à talon compensé et l'Indispensable Téléphone Portable."".",B2
917.0,Le repos hebdomadaire n'entrera vraiment dans les moeurs qu'après la Grande Guerre.,C2
918.0,T'as pas honte.,A2
919.0,"L'arme était à mi-hauteur lorsque la louve, comme mue par un ressort, fit un bond de côté et disparut derrière le bosquet de sapins.",C1
920.0,"On le fête avec ses amis ou sa famille, et on souhaite ""bonne année",A2
921.0,Car l'enfant grand n'a pas le droit de partager la nourriture des hommes.,A2
922.0,Je ne suporte pas les plats gras.,A2
923.0,Je n'ai qu'un jour pour visiter Paris,B1
924.0,Les capacités intellectuelles masculines et féminines sont en moyenne les mêmes.,B2
925.0,"Les individus pensent avoir perçu un signal indiquant un appel entrant, un message ou une notification, alors qu'en fait, rien n'a été émis.",B2
926.0,"Pourtant, il reste, dans le monde de la science, quelques domaines qui semblent réservés aux hommes.",B2
927.0,J'aime beaucoup lire et je nage très bien,A1
928.0,"Merci beaucoup Anne pour cette histoire, j'ai appris pas mal de nouveau vocabulaire.",B1
929.0,"Sur le midi, la pluie à verse continuant toujours, Fabrice entendit le bruit du canon ; ce bonheur lui fit oublier tout à fait les affreux moments de désespoir que venait de lui donner cette prison si injuste.",C1
930.0,Merci de me remplacer pour servir les clients au magasin.,A2
931.0,"Fabrice était le savant de la troupe, et l'on passait la plusieurs heures fort gaiement, loin des espions.",C1
932.0,Il croyait que nous avions raison.,A2
933.0,Ils sont allés en vacances l'été dernier,A2
934.0,Je vous soigne si vous avez mal aux dents.,A2
935.0,Ce que je sais par contre c'est que beaucoup de jeunes restent sur le carreau.,A2
936.0,"Je suis très gourmande, et j'adore également l'automne à cause de ses fruits et légumes de saison",A1
937.0,Je voudrais poser une question.,A1
938.0,"Mes peines : une peine est un chagrin, une douleur, un malheur.",B1
939.0,"Au cours des années 1970 et 1980, plusieurs groupes d'environnementalistes de pays industrialisés d'Europe de l'ouest et d'Amérique du Nord ont organisé des campagnes contre la chasse aux baleines et aux phoques.",C1
940.0,"Car comportement excessif rime avec culpabilité, culpabilité avec perte d'estime de soi et perte d'estime avec fuite dans les excès.",C2
941.0,Venez profitez du studio d'enregistrement et de la salle de répétitions !,B1
942.0,"Léonard de Vinci est employé comme architecte et ingénieur militaire par les Vénitiens, qui cherchent à protéger leur cité.",C1
943.0,Je vous remercie tous les trois.,A2
944.0,Je me souviens d'un été durant lequel nous nous étions beaucoup déplacés en durant lequel nous nous étions beaucoup déplacés en caravane.,C2
945.0,"C'est ma voiture, nous avons un frigo, un congélateur, des sacs de couchage, des oreillers, on a aussi de la nourriture, et là-bas c'est la voiture de mon mari",B1
946.0,"Anne, 52 ans, a vécu cette libération.",C1
947.0,Et c'est efficace ?,A1
948.0,"A quel animal, le berger demande-t-il de l'aide ?",A2
949.0,"Merci Gaio, Ne t'inquiète pas, fais à ton rythme.",A2
950.0,Vous aimez votre travail ?,A1
951.0,"Le lundi, David reste toute la journée à l'école.",A2
952.0,En seconde.,A1
953.0,La journée est longue pour lui,A2
954.0,"Ne te couche pas trop tard, tu vas à l'école demain.",A1
955.0,"Premièrement, comme les réseaux sociaux sont devenus de véritables espaces de comparaison sociale, notamment par les photos postées, on est souvent enclin à penser que les autres sont plus heureux et ont une vie bien plus agréable que la nôtre.",C1
956.0,Il faut les fabriquer.,B1
957.0,"Sollicitée, elle n'a pas répondu aux multiples requêtes de l'AFP pour commenter ces évènements.",C1
958.0,où ce moyen de transport est-il voué à s'installer durablement dans le paysage urbain,B2
959.0,Dans l'intérêt d'une sécurité optimale pour le bénéficiaire elles sont toutefois indispensables.,C1
960.0,C'est maintenant ou jamais.,A2
961.0,C'est déjà ça.,A1
962.0,Le réalisateur m'a d'abord demandé de me mettre devant la caméra.,B1
963.0,Lucie a postulé pour travailler comme monitrice dans un camps de vacances international cet été.,B2
964.0,Cet indicateur reflète le niveau de sollicitation des réanimations mais aussi le niveau de tension sur les capacités hospitalières en réanimation.,C1
965.0,J'aime la musique classique et le rock.,A1
966.0,"Le lendemain il questionna les bûcherons : ceux-ci lui apprirent que, d'après une très ancienne légende, une Enchanteresse était endormie au centre de la forêt mystérieuse, attendant d'être réveillée.",B2
967.0,C'est pourquoi la définition de métriques des actifs intangibles et des connaissances ainsi que de normes sur la question permettant la comparaison d'entreprises apparaît comme un enjeu pour les entreprises,C2
968.0,Vous devez revenir au bureau pour la réunion avec le directeur de l'entreprise Nysol.,A2
969.0,"Outre que cela favoriserait notre épanouissement, un peu de paresse sauverait-il le monde ?",C1
970.0,"On a pris les deux et on a des trucs à grignoter, car on ne sait pas combien de temps on va rester ici",A2
971.0,D'autre part les pays détenant une partie de la forêt tropicale en font une source de revenus optimale à court terme.,B2
972.0,"Le jeudi et le vendredi, je reste chez moi et je travaille à la maison",A1
973.0,Nous n'achetons pas de vin,A1
974.0,Je suis photographe,A1
975.0,Je suis complètement en sécurité car j'ai une entière confiance en lui.,B1
976.0,"Le tout reposait sur une conscience claire, du moins chez les élites, de l'appartenance à une civilisation communce, conçue d'ailleurs comme indépassable et comme la seule vraie civilisation, fondée sur les valeurs du christianisme mais aussi du libéralisme des Lumières.",C2
977.0,Vous avez des enfants ?,A1
978.0,Je suis triste sans elle.,A1
979.0,"Le visage comprend une oreille de chaque côté, deux yeux surmontés par les sourcils et un nez au centre",B1
980.0,Je suis restée quatre semaines à Boston dans une famille.,A2
981.0,"La société SpaceX est fondée en 2002 par Elon Musk, devenu multimillionnaire en revendant l'entreprise PayPal.",B2
982.0,"La vie en France est très différente de celle au Canada. Ici, il fait toujours chaud.",A2
983.0,"Contrairement à d'autres tribunaux compétents en matière constitutionnelle tels que la Cour suprême des États-Unis, le Conseil constitutionnel français ne se situe au sommet d'aucune hiérarchie de tribunaux, ni judiciaires ni administratifs.",C1
984.0,"On a beau dire, mais la France ça reste quand même le pays des 400 fromages.",B1
985.0,"Un ange de l'hospitalité, envoyé par le prophète vient sauver le pacha.",B1
986.0,"Je l'aide en français et elle me donne un coup de main en anglais, parce que ce n'est pas ma matière préférée .",B1
987.0,"Si tu portes un nom arabe, tu as plus de mal à trouver du travail que si tu t'appelles François ou Sylvie.",A2
988.0,Le spectacle était épouvantable et charmant.,B2
989.0,"Mais, une heure après, l'adjudant du régiment passant à portée du bivouac, les soldats allèrent lui raconter l'arrivée de cet étranger parlant mal français.",C1
990.0,"Premièrement, la source de l'illusion humaine du libre arbitre est l'ignorance des causes qui nous poussent à agir",C2
991.0,"Quand j'ai attteint mes 1 ans et demi, j'ai appris à marcher de manière autonome et assurée.",B1
992.0,C'est un médicament qui est très bon pour soigner les problèmes d'estomac.,B1
993.0,Il m'a donné un coup de poing dans la figure.,B1
994.0,"Bonjour, un café s'il vous plaît.",A1
995.0,Il passe la matinée au Mucem qui est un musée récent et très connu,B1
996.0,"Une foule se forme à la sortie du théâtre et se lance dans une série de mises à sac de demeures appartenant à des représentants de l'autorité royale, avant d'être réprimée dans le sang par l'infanterie",A2
997.0,"Bien qu'ayant évoluée, la formation apparait inadéquate aux professionnelles qui entretiennent avec elle un rapport ambigu.",C1
998.0,Je ne comprends pas ta question.,A1
999.0,"Lorsqu'elle me vit, ses paroles s'arrêtèrent sur ses lèvres ; elle demeura tout interdite ?",C2
1000.0,"Quand j'allais à la déchetterie, mes amis étaient sceptiques, certains me pensaient même un peu folle.",B2
1001.0,"Faute de temps, nous n'avons pas pu visiter le musée d'art contemporain.",B1
1002.0,"Les mois de mars et avril passent en accéléré : procès, rendez-vous médicaux, concerts, ballets, devoirs et match de baseball s'enchaînent à une vitesse incroyable, et pendant tout ce temps, le ventre de Chelsea ne cesse de s'étirer.",B2
