id,difficulty,sentence
359,B1,"Je montrerai qu'il existe des problèmes de souveraineté, de fuites de données, d'inférences de comportements, de traçage, ou encore de conception des applications."
361,B1,Autrefois vous viviez retirée ; vous fuyiez une société fatigante ; vous évitiez ces éternelles conversations qui se prolongent précisément parce qu'elles ne devraient jamais commencer.
362,B1,"Je préfère le mauve, cette couleur tempérée, mélange de la rouge chaleur africaine et du froid bleu européen."
363,B1,Ce sont des organes internes comme le cerveau qui est logé dans la tête
367,B1,"S'ils étudient de manière plus assidue, ils n'auraient plus desoin de redoubler."
368,B1,"Tous les ans, Jean passe ses vacances dans un grand hôtel du Sud de la France"
370,B1,"Qui est cruel est sexuellement doué, capable de faire souffrir, mais aussi de donner certaines joies, pense le tréfonds."
375,B1,Elle a acheté des vêtements : un beau pull chaud et et une belle robe
391,B1,Ils se sont fait des copains et sont heureux de vivre en France
397,B1,"Les serveurs sont mal organisés, c'est dommage."
398,B1,"Lorsqu'elle a été construite, la tour Eiffel était le monument le plus élevé du monde (elle l'est restée pendant quarante ans)"
400,B1,"Très robuste, il était particulièrement apprécié pour la chasse au caribou et les déplacements en traîneau."
409,B1,"Quand elle est élevée, la FOMO est souvent associée à une humeur très fréquemment négative, une faible satisfaction de sa vie en général et à plus de symptômes dépressifs."
416,B1,"C'est ce que suggère Kassák, qui dévoile, parmi les combines apprises pour vivre, le recours au mensonge."
440,B1,"Si elle avait un caractère plus commode, elle nouerait plus d'amitiés sincères."
441,B1,"Souvent, lorsque l'on a un animal à la maison, on souhaite qu'il ne manque de rien et encore moins de nourriture."
446,B1,"On est cette génération qui consomme beaucoup d'images par les réseaux sociaux et ça peut être suffisant, mais il y a toujours une petite frustration"
447,B1,"Par ici, les mariés."
454,B1,"Quand le téléphone a sonné, on a répondu immédiatement."
456,B1,Elle avait subi son époux sans ardeur et sans répugnance.
460,B1,Il coinça le téléphone entre l'oreille et l'épaule tout en attrapant son jeans.
461,B1,"En raison de la sécheresse qui a réduit les récoltes, le même gouverneur Bradford proclame une journée de jeûne et de prière"
462,B1,"Suis-je un amuseur stipendié, dont on exige tous les soirs qu'il joue une farce intellectuelle sous vos nez imbéciles"
466,B1,"J'ai dû reprendre, car j'avais des problèmes de santé, ça me fait beaucoup de bien au moral."
468,B1,BigQuery est un entrepôt de données d'entreprise de Google en mode sans serveur.
472,B1,"On dansera sur les tubes du Club Dorothée et ""Le Prince de Bel Air"""
477,B1,La seconde partie traite du rôle de l'encombrement stérique dans la régiosélectivité d'une oxydation métabolique.
479,B1,Surtout avec les nouvelles technologies.
480,B1,"Le but n'est pas de fabriquer une génération d'ingénieurs informaticiens, explique David Wilgenbus."
486,B1,C'est lui redonner confiance en lui.
490,B1,"Le bison a toujours été un animal sacré pour les Indiens des plaines, crucial dans leur culture."
494,B1,"Il s'arrêtait toutes les quatre ou cinq brasses pour écouter la cloche mais, à chaque halte, elle semblait plus éloignée."
496,B1,"La construction des motocyclettes est particulière ; les châssis sont conçus en fonction de l'utilisation de la machine, et des contraintes à supporter."
497,B1,"La construction de routes et d'infrastructures dans les forêts entraîne le plus souvent un afflux de population incontrôlable, ce qui ne fait qu'accroître le déboisement."
507,B1,"En bas, les touristes de toutes les nationalités s'impatientent au milieu des revendeurs à la sauvette"
510,B1,Tous peuvent reprendre des forces après un long jour de marche.
512,B1,"À partir de maintenant, il travaillera avec nous dans l'équipe commerciale en tant que responsable des ventes."
514,B1,"Sont éligibles les forêts d'arbres de plus de deux mètres, dont le feuillage recouvre plus du dixième de la surface."
521,B1,"C'est le retour aux sources : les gens veulent faire leur potager, veulent partir de leurs propres légumes et veulent choisir lesquels, et là, le phénomène va vraiment être là pour durer et se prolonger pour les prochaines années."
523,B1,Elle est devenue au fil du temps une fête chrétienne.
525,B1,"Les invités voulaient boire du champagne, mais il n'y en avait plus."
528,B1,"Mais cette année-là, l'hiver est très rude."
533,B1,"Rosalie Little Thunder, amérindienne sioux Lakota, prie pour que l'hiver ne soit pas trop rigoureux dans le Wyoming."
539,B1,On serait davantage enclin à adhérer à cette thèse.
554,B1,"La France se situe au 25ème rang du classement du TOEFL, test international d'anglais"
560,B1,"Acheter français, c'est préserver l'emploi en France et éviter d'éventuelles fermetures d'usine synonymes de chômage et de paupérisation"
562,B1,"A propos de pansement, Djokovic en portait toujours un, imposant, sur le côté droit de sa sangle abdominale."
568,B1,"Sans cette pluie qui ne cesse de tomber, nous nous serions amusés."
571,B1,"Les expériences qui ont été faites démontrent donc chez l'enfant l'aptitude au mimétisme phonique mais aussi la capacité d'acquérir non seulement le vocabulaire et la syntaxe, mais aussi la prononciation"
576,B1,"A l'époque actuelle, le désir réside dans la consommation d'objets de plus en plus sophistiqués et qui reflètent la nouveauté"
580,B1,Notre jogging matinal est devenu une course d'obstacles où on évite tous les autres passants
582,B1,"C'est un truisme de dire qu'une économie fonctionnant bien, hautement rationalisée et unifiée, exige un étalon d'échange stable."
586,B1,"On pensait qu'il était l'espion du marquis son père, et il fallait ménager ce despote sévère et toujours furieux depuis sa démission forcée."
588,B1,"Quand on m'a proposé de jouer dans ce film, j'ai répondu oui tout de suite, j'ai dit que j'avais attendu cette occasion toute ma vie."
592,B1,James a ensuite rejoint le quartier moderne de la Confluence où le fleuve de la Saône se jette dans le Rhône
596,B1,Dommage ces fils et ces poteaux qui balafrent le décor
600,B1,Les exportations de cacao ont doublé par rapport à l'année dernière.
605,B1,"En faisant le choix de manger un fromage AOP, on fait plus que manger du fromage : on goûte aussi son terroir, on participe au maintien des paysages et des traditions du fromage concerné."
607,B1,"Tout le monde la regardait, parce que dans la classe on est ensemble depuis l'école primaire, alors, évidemment, l'arrivée d'un nouveau ou d'une nouvelle, c'est un événement."
610,B1,"Si vous étiez arrivés à l'heure comme convenu, vous auriez vu le début du reportage auto-biographique sur l'auteur contemporain le plus convoité du moment."
611,B1,Mais le rocher était fermé.
613,B1,Un vrai débat de société s'est ouvert avec un avantage aux défenseurs du septième jour chômé.
617,B1,Et une forêt bien aménagée pourra ultérieurement fournir une nouvelle récolte de bois.
618,B1,"Passez-les dans la farine, puis dans l'oeuf battu et enfin dans la chapelure."
631,B1,N'avait-elle pas promis que les politiques économiques menées en Europe apporteraient la prospérité et le plein-emploi ?
632,B1,Ils travaillent avec un nouveau directeur dont ils se plaignent beacoup.
634,B1,La contrainte deviatorique est appliquee a des temps variant de 0 a 240 minutes apres la phase de consolidation sous la contrainte de confinement.
636,B1,"Certains, comme les Bédouins, sont des Blancs à la peau mate et tannée par le soleil."
638,B1,"Au menu de ce midi, ce sont les restes du repas"
644,B1,"Les démocrates ""vont être de plus en plus en colère quand ils vont voir que le Sénat tue toutes leurs priorités"", prévoit Larry Sabato, politologue à l'université de Virginie."
645,B1,"Ce monde, absorbé dans ses frivolités solennelles, ne lira pas dans un coeur tel que le mien."
650,B1,"Pour moi l'école d'aujourd'hui elle ne marche pas parce que justement on tente de la faire reposer sur des histoires, enfin sur des valeurs comme vous dites, qui sont du passé."
651,B1,"Merci Gaio de suivre ces histoires, cela me fait très plaisir !"
664,B1,"Je voulais faire de la musique pour essayer avec mes potes et en voyant que ça a pris, je m'y suis mis sérieusement"
668,B1,Nous avons indiqué que sa femme était venue la semaine dernière et qu'elle nous avait dit beaucoup de bien du film.
671,B1,"Cela remonte à il y a bien longtemps. C'était l'hiver, la veille du jour de Noël."
676,B1,J'ai peur qu'il soit parti sans laisser d'adresse
677,B1,Les enfants se sont racontés des histoires avant de s'endormir.
684,B1,"En effet, il n'est pas normal qu'un enfant ou un ado de moins de treize ans erre en pleine nuit dans les rues."
685,B1,"Le handicap, lorsqu'il est visible, est encore trop souvent associé à l'incompétence."
687,B1,Ils sont bien décidés à vivre à fond leur deuxième âge adulte.
689,B1,"Cette fois, les femmes et les enfants marchent au milieu du groupe."
707,B1,"Il y a 100 ans, cette pièce de monnaie valait peu d'argent."
708,B1,"Il me pose quelques questions sur ma vie, j'ai peur de ne dire que des sottises et je réponds à peine."
709,B1,L'ultracrépidarianisme constitue dans certains cas un exemple d'utilisation d'un argument d'autorité.
712,B1,"Est également stigmatisée la nature des échanges à l'occasion de courses au supermarché, par exemple, pour questionner sur la marque de yaourts ."
713,B1,Je reçois par exemple des couples franco-espagnols qui n'ont qu'une envie : que leur enfant apprenne l'anglais.
721,B1,Elle a la même silhouette élancée que les grands mannequins.
731,B1,"Beaucoup de félins avaient des bijoux autour du cou, en métal ou avec des perles de verre et de coquillages."
735,B1,Ce sera l'étude la plus complète sur les changements climatiques régionaux.
742,B1,"Nous les jeunes aujourd'hui on veut être plus écoutés ; on veut que l'école nous prépare à trouver du boulot, enfin du travail, quoi."
748,B1,C'est une fête chrétienne qui célèbre la naissance de Jésus.
752,B1,"À mon avis, il faut s'entraîner et se préparer aussi bien que possible pour les épreuves de toutes sortes."
762,B1,J'ai ouvert la porte et le chien a couru comme une flèche à l'extérieur.
763,B1,"L'Esprit de l'hiver, qui avait déclenché cette tempête, avait décidé de les lui laisser."
770,B1,"Ce n'était ni un bateau, ni un avion, mais un moyen de transports terrestre."
773,B1,"Cette lignée est ensuite diploïdée au moyen d'un traitement chimique, pour la rendre fertile."
775,B1,"Pour autant, cette révolution attendue ne signera pas la mort du livre papier."
776,B1,Je ne vois pas ce qu'il y a d'incompatible à enseigner des valeurs et en même temps de nouvelles techniques.
778,B1,"Seulement voilà : depuis trois ans, le proviseur se fait plus discret"
781,B1,On ne s'attaque pas impunément à un repère culturel et temporel aussi fort que le septième jour.
785,B1,"Tétais embarrassé, humilié, de rencontrer une femme qui m'avait traité comme un enfant."
786,B1,"Candide s'enfuit au plus vite dans un autre village : il appartenait à des Bulgares, et des héros abares l'avaient traité de même."
787,B1,"Tourné en 3D par le réalisateur LWitley, ce nouvel épisode intergalactique, foisonnant, donne vite la migraine"
788,B1,"Mais dans leur vie quotidienne, comme à l'école ou avec leurs copains, c'est clair, c'est le français qui l'emporte."
789,B1,"Ce n'est qu'en Irlande, là où vit ma famille, et au bout de quelques semaines, qu'il fait des phrases en anglais."
793,B1,La tour Eiffel est située sur le Champ-de-Mars. C'est un parc où les gens viennent se promener en famille et entre amis.
797,B1,"Il est maintenant un symbole de fête, autour duquel les gens se réunissent pour célébrer Noël !"
799,B1,"Pourtant, en 2006, le choc démographique sera rude."
802,B1,"Le premier numéro d'Epic, c'est son nom, vient de sortir : entre le livre d'art et le magazine, la revue se propose de raconter le monde en photos et en récits"
808,B1,"On va effectuer de petites pressions sur votre dos, avec les pouces."
811,B1,"C'était en automne, au temps où les serpents vont dormir dans la terre, et le berger en entendant un petit bruit, leva la tête pour voir quelle en était la cause."
815,B1,"C'est dommage parce que des fois, j'aimerais bien lui poser des questions et lui demander des conseils."
818,B1,"Nous avons beaucoup de chance de pouvoir manger des légumes frais du jardin tous les jours : salade, tomates, carottes, chou, radis, pommes de terre, ."
820,B1,La comtesse pleurait de joie et d'angoisse.
824,B1,"Enfin, Pâques n'a pas de date fixe, c'est un dimanche compris entre le 22 mars et le 25 avril."
826,B1,L'alimentation jouerait donc un rôle dans l'apparition des troubles mentaux.
832,B1,"Demain, on prévoit de faire une promenade dans le quartier de la Petite France, il paraît que c'est le plus beau de Strasbourg"
834,B1,"Le corps humain comprend une tête, un tronc et quatre membres"
844,B1,"Par exemple, une connexion permanente offre aux personnes s'ennuyant dans la vie, stimulations et divertissements, mais uniquement à très court terme."
848,B1,Ce sont les propos que Benoît Hamon a tenus au JDD mi-juillet.
852,B1,Je crois que le contrat va être signé et que nous pourrons commencer à travailler avec lui très vite
856,B1,"Le presbytère est situé derrière l'église, avec laquelle il communique par le cimetière."
861,B1,La femme avait préparé une saucisse et du pain pour le dîner.
865,B1,"Avec leur directrice, Patricia Rodriguez, les élèves de la grande section de maternelle ne se lassent pas de ce spectacle"
871,B1,La délinquance des plus jeunes reste le fait d'une minorité.
890,B1,Mais croyez-vous pour autant que ce monde n'a pas besoin d'apprendre la tolérance ?
894,B1,Nous partîmes cinq cents ; mais par prompt renfort nous nous vîmes trois mille en arrivant au port
898,B1,Marie et Laurent se furent téléphoné tous les jours dès les premières heures de l'aube.
900,B1,"Il était temps pour eux de migrer vers l'Afrique, en attendant le prochain été."
901,B1,"L'oeuf pondu le vendredi saint préservait de la foudre, mangé il garantissait de la fièvre ou de la rage."
902,B1,La sécheresse que connaît actuellement le France ne résulte pas seulement d'une météorologie défavorable mais découle aussi d'une politique de l'eau TM archaïque
907,B1,Ces espérances l'avaient rendu très indulgent pour beaucoup de fautes que j'avais commises.
912,B1,Combien y a-t-il eu d'expéditions dans la forêt ?
916,B1,"Le berger pensa à sa femme, et descendit la montagne aussi vite que possible, car il avait peur d' être grondé parce qu'il était resté si longtemps absent."
918,B1,"Et chaque année, 2 500 Français créent un gîte rural, une aventure pourtant risquée."
922,B1,"Tourmenté par sa femme et par le beau monsieur, le berger raconta enfin tout ce qui lui était arrivé."
923,B1,On trouve trois cent mille occurrences sur Google.
930,B1,Il est nécessaire que les gens soeint conscients de l'importance de l'écologie
938,B1,"Cette histoire parle d'un berger qui une fois dans la montage avec ses moutons, entend un petit bruit."
940,B1,"En mourant, elles emportent avec elles tout un savoir traditionnel sur l'environnement."
942,B1,Leur préservation est une affaire urgente.
954,B1,Les conditions de victoire et objectifs dépendent du type de carte jouée.
957,B1,"Le jour de la rentrée au collège, Pierre fait connaissance avec un nouvel élève de sa classe."
965,B1,"A cet égard, il existe de nombreux avantages techniques pour les enfants bretons à apprendre le breton"
969,B1,Je te présente Sophie dont je t'ai souvent parlé laquelle expose ses oeuvre à la Ventooz'Art.
989,B1,Ils disaient que c'était grâce à eux que la forêt était si belle.
994,B1,Qu'arrive-t-il aux arbres à la fin de l'histoire ?
997,B1,"Le cadre était enchanteur, la nourriture exquise, et on ne pouvait rêver meilleure soirée pour clôturer des vacances idylliques"
1001,B1,J'accepte cette mission à condition que vous me laissiez carte blanche.
1002,B1,La fin des obligations professionnelles donne la possibilité de retour au pays d'origine du conjoint non belge.
1005,B1,Nous allons rater cette affaire à moins de baisser nos prix.
1017,B1,"Et bien sûr, c'est également la saison parfaite pour savourer une boisson chaude emmitouflée dans une couverture devant un bon feu de cheminée"
1020,B1,"Notre jogging matinal est devenu une course d'obstacles où on évite tous les autres passants, c'est très fatigant et agaçant"
1026,B1,"Mais pour les visiteurs et les professionnels, c'est également l'occasion de découvrir les dernières innovations, et surtout de goûter les créations des chefs pâtissiers et chocolatiers"
1029,B1,"Ce qui me plaît surtout, c'est le silence de la montagne."
1036,B1,L'analyse en composantes principales a montré que le métal est surtout accumulé dans les viscères mais très peu dans la chair et les branchies du poisson.
1038,B1,"À la sortie du Covid, tout était annulé, un peu compliqué, on a eu vraiment très peur et ben, c'est parti du jour au lendemain."
1041,B1,Les plus optimistes soutiennent que l'Union européenne est sur la corde raide mais que la situation s'améliorera vite quand la croissance reprendra.
1046,B1,"Les installations de gaz datent de 1960, la mairie va procéder à une rénovation du quartier."
1052,B1,"Si tu voulais, tu pouvais te joindre à la manifestation populaire."
1055,B1,"Un nouveau réservoir d'eau claire de 200 litres conservera l'eau, mieux que des barils de chêne."
1059,B1,Un battement de coeur la prit dès le vestibule.
1060,B1,Un jeune Enfant dans l'eau se laissa choir en badinant sur les bords de la Seine.
1062,B1,"Quand le berger revint à lui , il vit qu'il était sur la montagne, et au bout de quelques minutes il s'aperçut qu'il avait fait un mauvais rêve, car son chien était à côté de lui, les moutons autour de lui, et c'était en automne tout comme quand il s'était endormi quelques heures avant."
1063,B1,"Elle semble plutôt le fruit d'une vision fantasmée et déconnectée de la réalité, qui accentue la déformation américaine de la représentation de notre capitale."
1066,B1,"Tout d'abord, un peu de modestie serait la bienvenue !"
1069,B1,Cette personne que tu as rencontrée hier au restaurant et dont t'as parlé Paul est dangereuse
1073,B1,Un enfant peut avoir parfois l'impression d'avoir complètement oublié une connaissance acquise durant l'année scolaire
1080,B1,Vous ne pouvez pas commencer votre journée sans votre bol de chocolat chaud ?
1084,B1,Enfin la délivrance après soixante-quatorze jours d'une régate exceptionnelle
1088,B1,"Chaque soir, j'accompagne ma mère en vélo pour faire une promenade dans le parc avec notre chien Snowy."
1096,B1,"Seules exceptions les sacs pour la vente de viande ou de poisson, ou encore dans les restaurants pour la nourriture à emporter"
1097,B1,"Au dehors on apercevait une grande tache d'un vert clair que faisaient les feuilles d'un arbre, éclairées par la lumière vive des cabinets particuliers."
1103,B1,Les mouches achalent le bétail.
1104,B1,Beaucoup d'apiculteurs se mithridatisent plus ou moins contre le venin des abeilles.
1105,B1,"La ville, chaude comme une étuve, paraissait suer dans la nuit étouffante."
1106,B1,Une vieille femme cacochyme déambulait devant lui en boitant.
1114,B1,"Par exemple, je suis allée dans une librairie et, arrêté devant celle-ci, au volant de sa voiture, il y avait Leonardo DiCaprio."
1118,B1,"Si vous désirez des informations supplémentaires, vous m'enverrez un courriel en recommendé."
1123,B1,"Vous êtes les citoyens de demain et nous devons vous donner de bonnes bases, non seulement pour vous préparer face au monde moderne mais aussi pour que vous fassiez changer ce monde."
1129,B1,La comédienne a répondu depuis son appartement parisien aux questions de la journaliste et productrice Géraldine Sarratia.
1134,B1,Tu as détesté ce restaurant parce que la nourriture était très épicée.
1137,B1,Félix n'arrête pas de manger des bredele (des biscuits spéciaux d'ici)
1143,B1,"Lors du premier débat organisé à la télévision, il écarte son dernier concurrent avec une réplique mythique"
1146,B1,"Tous se disent actifs, se sentent jeunes et le sont."
1147,B1,"Elle n'est pas très grande, elle est toute mince, elle a la peau brune et de très grands yeux clairs remplis de lumière."
1148,B1,"Cet été, ils ont été particulièrement vigilants au choix de leur logement pour qu'il soit le plus adapté au contexte sanitaire."
1153,B1,Il est dangereux de conduire sans ceinture de sécurité.
1155,B1,"De plus, les langues n'ont pas la même image dans la société."
1156,B1,"Si l'on ne croit plus en l'âme immortelle enseignée par la tradition philosophique substantialiste, comment penser et fonder l'exception humaine?"
1159,B1,Il est difficile d'imaginer un accent trop fort pour présenter un journal national.
1161,B1,"On pourrait la dénommer ""Web Images Sémantique""."
1162,B1,"En cas de non-respect, les policiers peuvent les conduire au commissariat ou chez leurs parents, avec le risque d'une amende pour la famille."
1163,B1,C'est ce décentrage que notre système éducatif ne parvient pas à transmettre aux nombreux élèves en échec.
1168,B1,"C'est donc une méthode qui suppose une capacité d'écoute, de réflexion et une bonne disposition d'esprit."
1171,B1,"Si j'étais bon en biologie, je ferais des études de médecine Mais ce n'est pas le cas"
1173,B1,"Or, il y a eu des pères modernes avant la génération actuelle."
1177,B1,Quel est l'état d'esprit du pêcheur après être allé en ville ?
1181,B1,"Enfin, l'été arrive à la fin du mois de juin."
1183,B1,"Enfin, Pâques n'a pas de date fixe, c'est un dimanche compris entre le 22 mars et le 25 avril"
1188,B1,La classe inversée de Saint-Brieuc n'est sans doute pas celle de Paris.
1189,B1,"J'écoute la radio, on réussit à avoir des informations, et jusqu'ici on a toujours une couverture téléphonique"
1190,B1,"Si elle avait été suffisament investie, elle aurait sans doute mieux réussi professionnellement et dans la vie."
1191,B1,"Il autorise le recours à l'IVG par l'intermédiaire de sa Ministre de la Santé, Simone Veil, facilite le divorce, augmente le Minimum Vieillesse"
1195,B1,"C'est un phénomène qui trouve une accélération formidable cette année, du fait d'un public qui a besoin de se réapproprier la nature."
0,C1,Nous dûmes nous excuser des propos que nous eûmes prononcés
5,C1,"Elle jeta un cri, un petit cri, voulut se dresser, se débattre, le repousser ; puis elle céda, comme si la force lui eût manqué pour résister plus longtemps."
13,C1,"Jeune retraité de l'éducation nationale, Roger Rougier a sa réponse"
23,C1,Des sanctions administratives et des ordonnances pénales sont possibles si des nouveaux détenteurs de chiens renoncent à suivre la formation ou à l'achever.
41,C1,"Assis en terrasse dans le quartier touristique du Vieux Lyon, James sirote une limonade bien fraîche. Avec la chaleur estivale, cette journée d'exploration se révèle très fatigante !"
43,C1,"En 2001, Rosalie a expliqué à l'ONU, auprès du groupe de travail sur les peuples autochtones, en quoi la survie des bisons sauvages est essentielle et symbolique pour les Indiens des plaines Le bison a toujours été un animal sacré pour les Indiens des plaines, crucial dans leur culture."
44,C1,"""Nous sommes avant tout des êtres visuels, rétiniens, et nous oublions souvent que l'audition et donc le son, l'acoustique jouent un rôle sur notre perception de l'environnement, remarque Christian Hugonnet, président de la Semaine du son, qui se tient du 21 janvier au 3 février 2019."
47,C1,"Le comte, qui avait de l'usage, la pria de ne point divulguer la triste vérité dont elle lui faisait confidence : - Si vous avez l'extrême indulgence, ajouta-t-il, de continuer à me recevoir avec toutes les 16 distinctions extérieures accordées à l'amant régnant, je trouverai peut-être une place convenable."
50,C1,"La validation de la segmentation et l'identification du nombre optimal de compartiments ont été fondées sur des analyses statistiques utilisant les densités de campagnols terrestres estimées dans chaque tache annuellement de 1989 à 2004 ; dans le cas d'une partition bien adaptée pour distinguer des zones de même dynamique démographique, ces données sont supposées présenter une variabilité plus faible à l'intérieur des compartiments qu'entre les compartiments."
52,C1,"Finalement, Halloween aura mis une vingtaine d'années pour s'imposer et trouver sa place dans la société française"
56,C1,"Loin de l'effervescence des cuisines, notre chef retrouve Maggie Chaulet, la créatrice et propriétaire du jardin tropical qui abrite son restaurant"
58,C1,"Dans un futur proche, la capacité de ces supports à transporter sous forme numérique des données d'un point à un autre va encore augmenter, entre autres grâce au développement des fibres optiques et des systèmes satellitaires."
62,C1,"Les galopins du village s'en faisaient un jeu, et leurs ébats avaient même tracé sur la pente du monticule un imperceptible sentier."
63,C1,"Une preuve en est que deux millions d'emplois en Europe, nécessitant des compétences scientifiques et technologiques, ne sont pas pourvus ; rien que dans le secteur informatique, il manque cent mille programmeurs."
64,C1,"Sous un soleil incandescent, un jeune couple yiddish se marie sous une houppa."
69,C1,"Elle assurait ainsi à la fois leur repos et leur richesse ; pourtant ils évitaient de jamais pénétrer plus loin que sa lisière, où les troncs espacés leur permettaient d'apercevoir encore derrière eux leurs champs et leurs maisons, et ses profondeurs mystérieuses leur étaient une source de terreur."
71,C1,"Le numéro un mondial a facilement remporté la finale, en seulement trois manches et à peine deux heures de jeu."
74,C1,"La manière dont on traite les bisons est celle dont on traite les Indiens, dit Rosalie."
77,C1,"Nommée en juillet 2020, l'ex-députée de la Somme joue gros avec l'examen du projet de loi Climat et résilience en commission spéciale à l'Assemblée nationale, à partir du lundi 8 mars."
79,C1,"Si ce détestable virus a eu quelques effets bénéfiques, ce fut en prison."
85,C1,"La définition est claire, simple et pourtant, il semble que cette définition ait évolué depuis le 9 décembre 1905, date à laquelle la loi de la séparation des Églises et de l'État a été adoptée."
88,C1,"En 2017, 34, 6% de la population vit dans un ménage avec au moins un crédit (leasings, petits crédits ou crédits à la consommation, achats par acomptes, dettes auprès de la famille ou amis ne vivant pas dans le ménage et hypothèques sur le logement secondaire)."
92,C1,"Son nom d'emprunt est un jeu de mots qu'il qualifie de nom juif lui servant à mieux attirer des clients : ""It's all good, man!"" devient alors ""Saul Goodman""."
93,C1,"On peut voir se succéder la naissance de l'univers, l'évolution de l'espèce humaine puis des innovations technologiques qui conduisent jusqu'à l'appartement des jeunes surdoués, où les cinq personnages mangent ensemble."
101,C1,"Pour y remédier, à leur échelle, des militants ont commencé à organiser leurs propres filières d'importation dès la fin des années 1960."
104,C1,On définit une contrainte comme étant est une chose imposée par l'extérieur contre la volonté d'un individu
105,C1,Le tas de rats tentés tâta le tas de riz tantant.
109,C1,On rencontra une seconde tempête ; elles sont terribles et imprévues sur ce beau lac : des rafales de vent sortent à l'improviste des deux gorges de montagnes placées dans des directions opposées et luttent sur les eaux.
112,C1,"Une cicatrice profonde partageait sa figure en deux, depuis les cheveux jusqu'au cou ; et l'affreuse mutilation lui donnait un aspect terrible."
125,C1,"Les dernières études d'imagerie cérébrale confirment qu'il y aurait bien une différence, non de capacité, mais de ""fonctionnement"" du cerveau des hommes et des femmes, en fonction de leurs centres d'intérêt."
127,C1,"Devenu une curiosité parisienne, l'établissement attirait une foule de gens venus observer le spectacle à travers d'épais rideaux."
128,C1,"Ils insistent cependant afin que les animaux soient chassés seulement selon la méthode 'traditionnelle, ' ce qui exclut l'emploi de fusils de haute portée ou de bateaux mécanisés."
129,C1,"A grands coups de rouleau monté sur une immense perche, des membres de Greenpeace ont partiellement repeint en vert un avion Air France stationné à l'aéroport Paris-Charles-de-Gaulle à Roissy, ce vendredi matin."
133,C1,Je me fus lourdement trompé dans mon calcul .
137,C1,"Beaucoup s'interdisent, sans en avoir conscience, les filières dites ""masculines"" - les sciences, surtout - convaincues qu'elles ne seront pas à la hauteur."
141,C1,"Bien qu'attirant pour de nombreux scientifiques et une mesure par défaut pour les dirigeants politiques craignant une responsabilité juridique pour des réponses nationales lentes ou indécises, son utilisation doit être réexaminée, uniquement pour être utilisée en dernier recours."
144,C1,"Malgré les gains de productivité, la sous-alimentation affecte 840 millions de personnes."
147,C1,"Les langues ne sont pas seulement le moyen privilégié de communication entre les humains, elles incarnent la vision du monde de leurs locuteurs, leurs imaginaires, leurs façons de véhiculer le savoir."
155,C1,"Laissez-moi vous dire d'abord que beaucoup de gens parlaient français ; n'oubliez pas que le français s'est imposé comme langue de l'administration au XVIe siècle, au traité de Villers-Cotteret."
156,C1,"En parallèle des inhumations animales liées au sacré et aux rites magiques, il existait donc en Égypte antique de simples tombes de chiens et de chats apprivoisés."
165,C1,"Les paiements compensatoires sont par exemple les impôts et taxes spécifiques liés au transport, versés par les usagers des transports aux pouvoirs publics, les paiements des voyageurs aux entreprises de transport sous forme de billets et d'abonnements, ou les indemnisations versées par les pouvoirs publics aux entreprises de transport."
176,C1,Cette série documentaire en trois volets retrace un siècle d'histoire de la Chine en détaillant son ascension vers le statut de superpuissance
177,C1,"Les militaires y saluent le Président de la République, son gouvernement, les principales autorités de l'État, le corps diplomatique ainsi que des personnalités politiques étrangères invitées pour l'occasion"
179,C1,"Expérience qu'il ne put mener à bien, mais qu'il y avait déjà bien du mérite à concevoir: Réaumur est le premier biologiste qui ait tenté de prolonger la vie d'un mammifère en lui imposant une torpeur artificiellement entretenue."
181,C1,"Enfin, tandis que les deux rois faisaient chanter des Te Deum chacun dans son camp, il prit le parti d'aller raisonner ailleurs des effets et des causes."
188,C1,"Les grandes puissances étaient collectivement responsables de la paix et du repos de l'Europe; elles se concertaient en permanence pour régler les problèmes, ou au moins pour éviter qu'ils ne débouchent sur une guerre généralisée."
191,C1,"Au départ, c'est sa cheffe qui devait traverser l'Atlantique, se réjouissant que ""les Français aiment les femmes mûres, la preuve : leur président est jeune, sexy et il a épousé sa prof""."
196,C1,La Révolution française étend ce système de recrutement à l'ensemble des administrations techniques en suscitant la création de l'École polytechnique en 1794.
204,C1,"Chaque jour je fixais le lendemain comme l'époque invariable d'une déclaration positive, et chaque lendemain s'écoulait comme la teille."
213,C1,"En effet, Monsieur Helmut Kohl donne priorité aux Allemands de l'Est."
215,C1,Car cela réduit la diversité de notre planète.
217,C1,"Sont considérés comme ""arriérés de paiement"" les impayés ou les retards de paiement dans les cas suivants: loyer ou intérêts hypothécaires sur le logement principal, factures d'eau, d'électricité, de gaz et de chauffage, primes d'assurance-maladie, remboursement de crédits et impôts."
221,C1,"Acheter français, devient un acte écologique car acheter des produits français sous-entendrait acheter des produits qui n'ont pas été fabriqués à l'autre bout du monde, et ainsi faire baisser la pollution en limitant le transport des marchandises, en diminuant leur empreinte carbone"
223,C1,"Elle était demeurée jusqu'à douze ans dans la maison, puis, malgré les pleurs de la mère, elle fut mise au Sacré-Coeur."
225,C1,"Ils venaient se délasser dans les beaux-arts des inquiétudes de la vente ; mais, n'oubliant point les affaires, ils causaient encore cotons, trois-six ou indigo."
232,C1,"Comment penser les conséquences d'une authentique libération de l'homme dans ses interactions morales, sociales et politiques"
